ID,Recency,Teas,Fruits,Meats,Seafood,Sweets,Premium,Regular,Deals,Website,Catalog,Store,Visits
2705,36,150,0,44,0,0,19,175,2,2,0,3,6
2472,36,153,0,48,12,4,4,214,1,2,0,3,7
2319,36,489,46,275,70,46,127,799,3,7,1,3,9
2224,36,614,128,679,254,0,113,1562,1,1,3,5,1
2260,36,804,19,225,13,0,86,975,5,5,1,7,5
1640,36,971,265,995,0,194,168,2257,1,9,3,13,4
2606,36,971,265,995,0,194,168,2257,1,9,3,13,4
2302,36,1126,110,530,257,241,307,1955,2,5,7,12,1
3158,36,1420,99,1386,307,235,32,3415,1,7,5,12,2
2343,36,1423,61,694,163,315,82,2574,1,8,7,11,6
1135,36,1598,43,377,86,110,131,2081,3,3,3,6,8
1629,36,1966,353,203,394,41,403,2552,0,9,8,13,3
2419,36,2211,43,1354,410,59,314,3763,3,3,7,10,3
2592,35,27,0,23,9,5,9,54,1,1,0,2,7
2364,35,61,3,55,6,0,6,119,1,1,0,3,8
1242,35,102,0,34,0,0,4,131,2,1,0,3,6
1508,35,157,5,315,79,59,418,197,3,2,2,3,6
1854,35,161,44,191,81,50,84,443,4,3,1,4,7
1096,35,466,163,1481,107,56,82,2192,1,3,11,5,1
1842,35,541,6,289,0,0,110,726,6,6,1,4,8
2335,35,563,392,524,417,73,129,1839,2,8,2,11,5
3026,35,1025,11,142,17,11,265,941,6,7,2,6,7
2708,35,1067,325,1127,230,237,237,2749,1,3,5,12,1
1469,35,1096,168,259,383,84,41,1949,1,5,10,13,3
1947,35,1439,44,1920,64,50,174,3342,1,6,7,9,2
2957,35,1808,294,1639,218,294,294,3959,0,5,7,9,1
2171,35,1854,150,1248,491,150,225,3668,1,5,6,4,3
2602,35,1858,222,478,375,350,128,3154,6,3,2,10,9
2662,35,1913,19,169,28,0,127,2002,4,10,4,7,8
2480,35,3559,78,362,51,39,118,3972,2,5,10,5,8
1649,34,6,57,63,109,17,86,167,2,2,0,3,6
1729,34,16,12,28,0,12,44,24,1,1,0,2,7
1800,34,39,34,44,63,29,59,151,2,2,0,3,8
2394,34,76,15,38,23,15,64,102,2,2,0,3,6
1029,34,81,40,101,20,20,40,222,2,3,0,3,5
2119,34,81,40,101,20,20,40,222,2,3,0,3,5
1687,34,87,0,30,23,8,68,80,1,1,1,3,2
3109,34,87,8,42,11,4,15,137,2,2,0,3,6
2148,34,107,34,142,46,27,50,306,3,2,0,4,8
1868,34,162,0,7,0,0,17,152,2,2,0,3,7
2339,34,316,4,124,16,16,48,428,3,2,1,4,6
2797,34,316,4,124,16,16,48,428,3,2,1,4,6
1007,34,657,182,459,140,137,76,1499,4,7,3,7,6
1980,34,773,25,101,22,6,158,770,4,3,1,8,4
1176,34,937,0,282,50,24,308,984,2,7,1,8,5
3095,34,937,0,282,50,24,308,984,2,7,1,8,5
1973,34,1328,17,460,24,17,91,1754,5,10,1,6,9
1855,34,1478,153,442,113,42,373,1854,1,5,7,10,3
1071,34,1679,259,2154,226,42,42,4318,1,7,6,5,5
2738,34,1687,48,408,155,143,119,2322,1,9,7,9,5
2042,34,1883,48,459,30,0,507,1913,2,7,6,11,5
1286,34,2184,0,218,0,0,95,2307,5,8,3,12,5
2473,34,2575,29,290,37,29,98,2862,6,4,2,9,9
3206,33,0,0,0,0,0,0,0,3,2,0,4,4
1368,33,45,0,4,0,0,23,26,1,0,1,2,3
1304,33,47,0,30,13,4,25,68,2,1,0,3,5
1332,33,64,0,52,30,13,30,129,3,2,0,3,7
2729,33,64,0,52,30,13,30,129,3,2,0,3,7
1533,33,80,0,14,0,0,5,89,2,1,0,3,6
3115,33,82,14,75,0,7,31,147,4,3,1,3,5
3191,33,84,48,48,0,12,12,179,3,2,0,4,4
1678,33,95,5,134,14,14,10,253,3,2,0,3,8
2527,33,398,60,587,81,163,186,1103,1,4,4,7,1
1742,33,555,36,505,48,97,36,1204,2,8,1,8,6
2711,33,555,36,505,48,97,36,1204,2,8,1,8,6
1776,33,704,10,193,39,29,39,935,1,4,1,7,7
1654,33,927,397,485,145,265,352,1866,4,4,3,6,3
2161,33,1149,43,256,18,28,59,1435,3,8,2,6,7
1402,33,1725,239,227,376,287,239,2614,1,7,9,9,3
2565,33,1749,371,1450,146,74,111,3679,1,7,5,12,3
2506,33,3224,118,603,52,39,129,3907,4,6,3,13,9
2458,32,12,18,74,18,31,43,111,1,1,0,3,8
1972,32,15,30,35,0,0,15,65,1,0,0,3,7
1369,32,43,75,75,65,43,140,161,3,1,2,2,5
2104,32,70,52,70,132,61,28,358,1,2,1,4,3
1664,32,117,38,471,615,210,155,1296,1,8,1,5,8
2938,32,172,14,152,34,34,148,258,3,3,1,3,9
2951,32,256,614,557,622,77,215,1910,2,4,4,8,5
1008,32,303,40,223,12,4,92,491,2,4,0,4,8
1091,32,404,138,275,195,183,33,1162,2,5,2,7,5
2327,32,404,138,275,195,183,33,1162,2,5,2,7,5
2038,32,693,0,35,0,0,72,656,1,5,1,5,7
3146,32,734,29,127,87,29,656,350,2,7,3,3,7
3052,32,860,18,68,38,18,270,731,4,6,2,5,8
1225,32,935,11,279,34,79,25,1314,1,5,2,11,3
2716,32,1012,0,317,37,85,243,1208,5,6,3,5,8
2885,32,1026,381,732,383,48,58,2511,0,3,5,13,0
3008,32,1071,167,1015,332,282,647,2220,4,11,6,8,7
2697,32,1484,272,1798,253,156,234,3729,1,5,6,7,2
1279,32,1719,285,1268,478,46,449,3347,1,2,7,9,4
2056,32,2238,379,1183,164,294,252,4008,1,4,7,9,1
2886,32,2377,99,435,392,132,266,3170,2,7,8,5,5
1126,31,0,11,34,115,69,103,126,2,1,0,3,8
1601,31,14,17,28,17,14,28,63,1,1,0,3,4
2556,31,31,4,19,0,0,4,51,1,1,0,2,6
1250,31,33,0,22,15,4,18,55,1,1,0,2,9
1347,31,33,0,22,15,4,18,55,1,1,0,2,9
1232,31,46,0,21,0,0,4,62,2,1,0,3,6
1054,31,60,0,37,9,5,23,87,1,1,0,4,3
2993,31,93,0,11,0,0,11,93,2,1,0,3,6
2127,31,155,24,199,7,13,91,307,2,3,1,3,6
3061,31,291,58,298,58,36,101,639,1,4,1,7,2
1031,31,381,0,17,7,0,10,395,2,2,1,4,5
3178,31,1025,98,445,109,0,92,1585,6,8,1,7,8
1930,31,1758,69,351,121,45,116,2228,2,3,2,9,8
1257,31,1901,108,1219,232,178,357,3282,2,3,4,5,7
2685,31,2329,134,1835,176,44,222,4296,1,4,7,10,1
3080,31,2347,55,429,35,26,400,2493,1,7,3,13,6
2989,31,2452,276,1028,104,118,101,3877,1,2,9,13,5
1087,30,22,13,48,52,22,39,117,1,2,0,3,6
1405,30,22,13,48,52,22,39,117,1,2,0,3,6
2369,30,27,14,41,51,14,99,48,2,1,1,2,4
2804,30,87,76,195,200,119,260,417,3,4,1,2,9
1858,30,102,42,207,67,4,126,294,2,3,0,4,8
2415,30,102,42,207,67,4,126,294,2,3,0,4,8
2536,30,102,42,207,67,4,126,294,2,3,0,4,8
1252,30,138,14,80,14,7,72,181,4,3,1,3,7
2540,30,150,0,130,10,0,10,280,2,3,0,3,8
2805,30,164,18,106,71,40,40,358,2,4,0,3,9
2204,30,178,3,24,7,3,87,129,2,2,1,2,8
1303,30,228,160,320,163,8,125,754,2,4,3,6,3
3116,30,363,28,293,39,36,13,747,4,4,1,7,5
2744,30,380,3,80,6,0,223,247,2,3,2,3,7
2342,30,462,43,566,43,32,144,1001,8,6,1,7,8
1265,30,477,0,1245,80,316,131,1986,1,3,5,8,1
1899,30,522,97,187,100,107,157,857,2,3,2,7,3
3104,30,533,0,173,21,38,128,637,5,3,4,3,6
3121,30,533,0,173,21,38,128,637,5,3,4,3,6
1728,30,681,41,895,332,255,106,2097,1,3,8,12,1
1467,30,708,7,146,0,7,17,851,4,4,2,5,5
1053,30,715,85,1168,293,291,97,2454,1,5,5,10,3
1770,30,791,93,245,45,10,117,1067,4,7,1,5,9
1218,30,854,26,507,15,55,144,1313,9,5,1,8,7
2778,30,854,26,507,15,55,144,1313,9,5,1,8,7
2252,30,1074,38,476,386,97,38,2033,3,5,3,13,3
1541,30,1254,290,1713,65,417,250,3490,1,5,6,7,2
1820,30,1325,14,227,19,47,473,1159,2,7,6,5,5
2844,30,2077,314,1670,352,179,405,4188,1,5,10,6,2
2686,30,2153,101,907,0,202,133,3229,1,8,7,7,4
1683,30,2189,29,669,0,29,583,2333,3,5,2,11,8
1991,30,2816,0,907,531,407,362,4299,1,10,2,8,5
1645,29,10,10,53,199,34,53,252,1,2,0,3,8
1674,29,17,0,61,26,61,86,78,1,1,0,3,6
2113,29,27,13,67,20,10,53,84,1,1,0,3,5
2978,29,40,12,12,0,0,0,64,1,0,0,3,3
2977,29,86,91,102,107,112,118,380,3,3,2,2,8
3002,29,101,16,32,21,11,64,117,1,1,0,3,4
2821,29,129,0,26,26,26,26,181,15,0,0,0,19
1264,29,155,295,904,429,50,34,1800,1,3,3,5,1
1387,29,278,154,317,163,86,471,526,1,5,1,4,7
1718,29,334,94,152,133,44,51,706,1,4,1,7,2
2870,29,370,64,130,76,30,46,625,2,3,1,6,6
1047,29,619,48,316,94,169,35,1210,1,4,2,10,2
1954,29,619,94,202,170,154,83,1155,3,7,1,7,5
1067,29,655,272,738,213,94,218,1754,4,10,3,13,7
1846,29,663,30,325,27,8,41,1012,3,4,2,8,4
2316,29,856,258,988,337,232,77,2595,1,2,8,6,1
2742,29,856,258,988,337,232,77,2595,1,2,8,6,1
1060,29,961,97,886,287,295,72,2454,1,7,4,4,4
2904,29,984,16,407,65,236,236,1471,5,9,3,7,7
1680,29,987,50,882,237,50,77,2129,1,10,7,10,4
2441,29,1166,69,287,163,124,592,1218,4,2,11,5,2
2942,29,1448,99,548,294,174,48,2515,2,6,8,12,3
1895,29,1576,59,1822,512,55,49,3975,1,7,3,7,3
3033,29,1942,46,383,0,21,526,1866,2,9,2,12,7
1913,29,2080,0,183,30,0,160,2133,2,11,2,10,7
2445,29,2101,209,874,226,139,104,3444,4,9,4,8,5
1489,29,2334,29,684,80,29,309,2847,2,10,4,12,6
2160,29,2431,252,1925,198,303,202,4907,1,3,4,10,1
2548,29,2431,252,1925,198,303,202,4907,1,3,4,10,1
2085,28,48,0,69,30,26,91,82,1,2,0,3,8
2946,28,82,0,32,0,0,43,71,1,1,0,3,4
2654,28,88,8,124,28,16,20,245,1,2,0,3,7
3025,28,89,8,49,0,8,20,133,1,1,0,3,4
3177,28,106,0,16,0,0,48,74,2,1,1,2,4
1418,28,108,0,95,9,13,22,204,2,1,0,4,5
1298,28,136,0,43,11,0,11,179,2,2,0,3,7
1597,28,136,0,43,11,0,11,179,2,2,0,3,7
2276,28,165,3,152,51,29,128,272,2,2,1,5,2
1788,28,452,79,382,90,8,126,885,4,3,4,6,3
2427,28,520,346,1314,225,124,71,2458,1,3,4,9,1
2303,28,631,29,390,26,7,642,441,4,7,2,3,9
1142,28,736,63,180,25,63,287,780,4,7,1,5,7
1632,28,786,10,155,102,77,364,766,2,7,1,7,5
1736,28,921,90,806,239,298,228,2125,1,7,3,13,4
2583,28,1009,94,679,100,94,118,1859,5,10,5,4,9
1768,28,1085,161,623,131,60,663,1397,6,6,8,4,7
1393,28,1104,27,274,18,27,12,1438,3,7,1,8,7
1760,28,1244,0,1244,541,286,319,2997,2,6,9,5,2
2829,28,1573,110,928,144,84,84,2754,1,8,4,7,4
1411,28,1861,0,691,0,79,133,2498,2,2,5,10,6
2698,28,1904,69,1234,137,210,175,3379,0,6,5,13,2
1610,28,2411,41,1378,224,301,41,4315,7,11,11,5,7
2326,27,28,33,19,14,19,28,85,1,1,0,3,6
1616,27,41,98,62,53,4,123,135,1,2,1,3,7
1542,27,53,30,98,113,60,128,226,2,2,0,4,5
2088,27,53,30,98,113,60,128,226,2,2,0,4,5
2000,27,107,250,143,89,119,107,601,1,2,1,4,7
2893,27,107,250,143,89,119,107,601,1,2,1,4,7
1584,27,156,0,9,0,0,17,147,1,1,0,3,7
1107,27,190,3,62,0,3,80,178,2,2,1,3,6
2939,27,311,3,46,6,0,73,292,1,3,0,4,7
1155,27,325,42,255,348,55,70,954,1,6,7,4,3
1557,27,510,13,112,0,26,51,610,1,5,1,5,5
3010,27,550,45,201,95,45,100,835,2,3,3,7,2
2620,27,789,49,311,598,32,130,1649,1,7,5,8,4
2774,27,789,49,311,598,32,130,1649,1,7,5,8,4
1951,27,949,300,875,98,300,98,2424,1,3,4,10,1
2486,27,949,300,875,98,300,98,2424,1,3,4,10,1
1417,27,1020,154,932,28,89,266,1956,1,8,3,13,4
2843,27,1214,0,222,34,13,85,1398,4,9,0,4,10
1104,27,1447,0,58,0,0,165,1340,3,8,1,8,6
1827,27,1587,239,1047,0,118,538,2452,2,3,6,8,3
2945,27,1882,0,556,103,131,73,2600,2,6,3,5,4
1352,27,1990,79,1311,361,318,556,3501,1,4,3,8,3
2057,27,2149,94,230,125,94,94,2598,1,6,7,11,2
1215,27,2314,59,600,0,0,271,2702,3,2,2,11,8
1684,27,2496,67,742,44,34,34,3350,1,3,4,7,1
1559,27,2744,31,376,0,0,63,3089,3,6,4,8,5
1851,27,3173,0,961,56,0,0,4190,1,5,7,4,3
1657,26,5,5,24,0,14,5,43,1,1,0,2,8
1691,26,5,15,20,10,10,30,30,1,1,0,2,8
2652,26,7,7,29,80,66,73,117,1,1,0,3,8
3108,26,12,0,56,19,37,12,111,1,1,0,3,8
1004,26,52,19,95,48,14,24,204,2,2,0,4,6
1027,26,130,7,151,72,76,36,400,2,2,1,4,3
1722,26,151,8,97,15,12,93,189,2,3,0,3,8
2196,26,162,30,152,10,51,67,337,4,2,1,4,6
2453,26,195,0,35,0,3,0,232,1,2,1,3,3
1554,26,316,0,342,158,32,342,506,5,5,1,5,6
2726,26,316,0,342,158,32,342,506,5,5,1,5,6
3091,26,326,7,36,13,0,53,329,3,3,0,4,8
1682,26,509,295,425,36,154,55,1363,2,8,2,8,4
1466,26,566,62,144,103,45,295,624,2,6,2,2,9
2356,26,964,0,97,11,8,19,1061,6,4,2,8,5
1003,26,1021,117,304,266,50,101,1658,1,8,2,10,4
1720,26,1318,345,1287,202,62,251,2963,2,7,5,6,4
1058,26,1369,18,351,97,37,442,1429,4,8,2,10,7
2545,26,1707,21,419,28,44,154,2065,11,6,3,5,4
2577,26,2283,228,1368,533,318,228,4503,1,4,7,12,2
1407,26,2379,150,228,64,201,150,2872,1,3,4,8,1
2201,25,12,548,37,49,73,512,207,3,3,1,3,8
1984,25,22,65,60,16,71,82,153,2,2,0,3,8
2913,25,31,8,16,0,0,4,51,1,0,0,3,5
1648,25,45,0,10,0,0,10,45,1,1,0,2,7
3118,25,106,3,48,0,3,3,157,2,2,0,3,7
1901,25,121,0,6,0,0,19,108,1,1,0,3,7
2438,25,121,0,6,0,0,19,108,1,1,0,3,7
2796,25,181,0,29,0,0,10,201,2,2,0,3,7
3164,25,185,23,159,33,7,60,347,1,3,0,4,7
1939,25,186,5,40,5,5,16,226,2,2,0,4,5
1446,25,334,0,18,6,3,42,319,2,3,1,3,6
3066,25,506,11,74,23,11,125,500,5,4,1,5,6
1836,25,703,528,804,621,24,451,2229,7,10,2,12,7
2456,25,703,528,804,621,24,451,2229,7,10,2,12,7
1983,25,968,44,400,78,14,505,999,5,8,5,4,8
2389,25,1136,208,1165,542,90,58,3083,1,5,10,5,1
1108,25,1150,208,1707,317,172,69,3485,0,4,6,5,1
3142,25,1586,0,177,0,18,71,1710,2,9,3,8,6
1575,25,1703,382,1662,221,340,42,4266,0,5,11,5,2
1977,25,1849,0,1267,221,135,0,3472,1,8,4,10,6
3014,25,2229,405,849,528,160,205,3966,1,10,3,10,6
2168,25,2349,0,264,0,0,52,2561,1,6,6,13,4
1738,25,2425,27,274,35,0,412,2349,5,3,4,8,8
2681,25,2602,32,525,43,65,32,3235,4,7,8,13,6
3207,24,0,0,0,0,0,0,0,3,7,6,6,4
1400,24,12,30,54,169,36,169,133,3,2,1,3,5
1711,24,30,0,11,0,0,0,42,1,0,0,3,5
2157,24,32,0,32,0,0,8,56,1,1,0,2,8
1246,24,38,0,14,0,0,7,45,1,1,0,2,8
1183,24,42,0,42,13,4,29,71,2,1,1,2,8
2590,24,42,0,42,13,4,29,71,2,1,1,2,8
1044,24,43,258,201,215,315,717,315,3,3,1,3,9
2861,24,72,3,29,0,0,46,59,1,1,1,2,4
3180,24,83,7,62,7,4,0,163,2,2,0,3,7
1472,24,89,0,41,16,8,8,146,1,1,0,3,7
2361,24,104,17,98,17,0,23,214,1,2,0,3,9
3089,24,136,18,205,44,29,18,414,2,3,0,4,7
2098,24,331,147,203,240,105,575,451,1,3,5,3,6
2314,24,348,0,1025,0,269,160,1482,1,6,5,8,9
1685,24,383,65,72,55,48,17,605,3,4,1,4,7
2348,24,383,65,72,55,48,17,605,3,4,1,4,7
2922,24,476,83,767,243,186,33,1723,1,4,7,10,1
3077,24,532,6,120,9,6,145,529,3,5,1,4,7
1502,24,545,55,934,101,50,180,1506,1,4,5,7,2
2073,24,545,55,934,101,50,180,1506,1,4,5,7,2
1206,24,591,13,107,0,0,214,496,2,4,1,5,7
2437,24,790,161,482,210,14,79,1578,7,4,6,8,3
2633,24,848,48,478,251,48,400,1272,6,7,4,6,6
3192,24,1586,16,159,22,0,74,1709,3,7,6,6,4
1435,24,1811,105,444,171,130,102,2559,3,8,9,7,7
3054,24,1811,105,444,171,130,102,2559,3,8,9,7,7
1893,24,2776,0,207,0,0,507,2476,6,10,5,10,8
2889,24,2776,0,207,0,0,507,2476,6,10,5,10,8
3151,23,10,38,48,57,67,110,110,3,2,1,3,5
2401,23,14,82,118,50,36,55,246,3,2,0,4,7
1360,23,16,49,81,71,11,212,16,1,1,1,2,9
1810,23,21,0,35,92,0,7,141,1,1,0,3,6
1592,23,34,17,21,64,8,47,98,2,1,0,3,7
2318,23,45,21,24,0,10,10,91,1,1,0,3,6
2741,23,59,4,7,0,0,4,67,1,1,0,3,5
3114,23,109,0,35,0,4,17,131,1,2,0,2,9
2333,23,210,29,183,81,37,15,526,1,4,1,5,4
2594,23,210,29,183,81,37,15,526,1,4,1,5,4
1890,23,324,29,156,76,10,38,556,1,2,1,6,4
2043,23,419,281,903,287,199,118,1971,2,5,2,11,5
3046,23,419,281,903,287,199,118,1971,2,5,2,11,5
2613,23,528,187,908,270,56,226,1723,1,3,6,12,1
3012,23,635,238,572,167,16,64,1565,4,4,4,10,3
1603,23,998,0,77,28,0,43,1061,3,6,1,7,6
1305,23,1048,13,303,97,74,196,1338,3,3,3,12,2
2868,23,1680,18,147,0,0,73,1772,8,10,4,6,8
2052,23,1777,275,674,198,183,459,2648,6,5,6,8,3
2998,23,1885,131,556,103,0,25,2650,2,8,3,6,4
1633,23,2012,38,1431,252,231,76,3888,0,4,6,9,1
2094,23,2012,38,1431,252,231,76,3888,0,4,6,9,1
1015,23,2221,49,254,130,150,99,2704,1,7,6,12,3
2546,23,2221,49,254,130,150,99,2704,1,7,6,12,3
2288,23,2722,0,175,0,0,117,2780,1,10,4,13,6
2856,22,64,0,26,0,4,51,43,2,1,1,2,7
1480,22,81,3,25,6,0,6,109,1,2,0,3,3
1754,22,155,4,87,12,16,48,227,3,2,0,4,7
2075,22,288,0,25,5,3,11,310,3,2,1,4,3
1314,22,295,30,256,43,22,48,598,4,3,1,4,8
2169,22,451,4,117,54,4,17,614,2,3,1,4,8
2566,22,451,4,117,54,4,17,614,2,3,1,4,8
2358,22,768,0,49,0,0,66,751,3,5,1,6,7
2045,22,1003,48,174,30,0,23,1233,1,4,4,8,2
2585,22,1003,48,174,30,0,23,1233,1,4,4,8,2
1769,22,1074,30,410,82,13,456,1153,6,7,1,8,7
2251,22,2118,106,290,139,25,106,2573,2,7,3,4,4
1715,22,2381,59,446,78,59,89,2935,3,4,3,4,5
2332,21,6,13,45,26,19,71,39,1,0,1,2,8
2239,21,53,0,7,0,0,21,39,1,1,0,2,6
2370,21,61,0,26,0,0,0,87,2,2,0,3,5
2275,21,158,0,27,0,0,3,183,2,1,0,4,4
2766,21,158,0,27,0,0,3,183,2,1,0,4,4
2253,21,447,61,186,11,68,107,665,4,5,1,4,8
2497,21,612,238,2010,532,170,476,3086,1,4,5,12,3
2591,21,667,322,603,474,193,213,2047,3,5,3,13,4
3103,21,814,30,165,11,19,30,1009,1,8,2,4,7
2011,21,890,229,1716,258,262,66,3290,1,8,8,5,3
3154,21,1200,116,386,301,0,95,1907,1,8,3,11,3
1438,21,1275,48,916,63,118,23,2397,3,9,5,10,7
1201,21,1301,0,187,60,29,140,1437,10,7,1,8,7
2612,21,1329,15,213,63,48,246,1422,2,8,2,7,7
3141,21,1367,45,683,119,91,593,1713,3,6,3,5,3
1171,21,1548,65,487,85,42,352,1875,1,6,4,13,2
2722,21,1548,65,487,85,42,352,1875,1,6,4,13,2
2485,21,1769,46,471,0,68,234,2120,5,5,5,12,5
2780,21,1769,46,471,0,68,234,2120,5,5,5,12,5
1125,21,2060,36,1527,98,114,0,3835,1,4,5,13,3
1283,20,23,15,27,15,11,31,61,1,1,0,3,7
2444,20,31,0,10,0,0,3,38,1,0,0,3,3
1962,20,43,22,22,22,0,22,86,0,0,0,0,14
1581,20,64,0,30,0,0,7,88,2,1,0,3,8
1995,20,109,0,40,0,0,11,137,3,2,0,4,5
2451,20,242,28,91,42,25,42,386,2,3,0,4,7
2924,20,242,28,91,42,25,42,386,2,3,0,4,7
1933,20,258,23,190,20,10,59,441,4,3,1,4,6
1017,20,306,18,139,547,44,102,952,2,4,1,6,7
1269,20,306,18,139,547,44,102,952,2,4,1,6,7
2760,20,479,13,175,0,28,97,598,4,5,1,4,8
2699,20,619,11,414,58,0,65,1036,5,6,1,5,8
1186,20,741,407,1038,108,71,370,1994,1,5,6,5,2
2879,20,890,0,57,0,0,29,918,2,3,1,8,4
1626,20,969,10,86,13,10,458,629,2,5,4,4,5
2501,20,1326,0,498,27,76,57,1870,12,7,4,9,7
1734,20,1739,398,1540,92,60,98,3731,1,8,5,11,8
1510,20,2012,87,729,37,57,27,2894,1,4,5,10,2
1512,20,2617,406,992,586,44,314,4331,1,4,8,4,8
2647,20,2661,229,1513,117,90,90,4520,1,7,4,10,6
1151,20,3266,39,603,104,39,80,3971,2,10,6,9,6
2822,19,9,26,121,56,17,69,160,1,2,0,3,7
3017,19,27,27,67,44,22,9,178,2,2,0,3,6
1042,19,43,14,143,43,29,172,100,3,2,0,3,5
1553,19,43,0,14,0,0,4,54,1,1,0,2,7
1009,19,60,0,103,13,13,9,180,1,3,0,2,9
1392,19,60,0,103,13,13,9,180,1,3,0,2,9
2937,19,65,0,46,23,10,3,140,3,2,0,4,3
2046,19,69,28,28,21,21,97,69,3,1,1,3,7
1390,19,89,14,122,47,42,14,299,3,2,0,4,8
1705,19,100,0,172,186,100,459,100,5,4,1,2,9
1884,19,498,58,190,107,8,264,597,1,3,3,6,3
2926,19,706,94,284,248,80,135,1276,2,3,3,10,3
1697,19,740,54,1075,135,296,172,2128,1,5,3,8,2
2484,19,750,447,385,131,345,79,1979,1,2,8,13,1
2551,19,843,0,83,0,0,43,883,4,5,1,5,8
1275,19,889,412,1272,374,317,63,3201,1,5,11,5,3
1661,19,924,81,296,86,278,15,1651,1,3,3,13,2
1521,19,1067,347,671,149,138,69,2304,1,8,3,4,4
1106,19,1238,0,331,0,0,236,1333,5,6,4,6,7
1461,19,1259,0,109,0,11,67,1312,1,7,1,8,5
1063,19,1468,30,659,429,51,81,2556,1,11,10,10,5
2139,19,1487,181,1091,278,29,29,3036,1,3,2,5,1
2588,19,2132,472,1466,61,64,196,3999,1,6,3,9,4
1503,19,2326,301,1506,56,85,0,4274,1,6,3,10,3
2221,18,5,29,10,15,29,15,73,1,1,0,3,7
1455,18,7,0,29,7,7,11,40,1,1,0,2,8
2650,18,48,48,131,143,65,54,381,1,1,1,4,4
2714,18,74,3,37,0,17,10,121,1,1,0,3,8
3152,18,81,0,26,9,0,0,115,1,1,0,3,4
1271,18,85,0,26,0,0,10,101,2,2,0,3,5
2082,18,199,154,310,228,26,128,788,2,4,1,7,5
1380,18,315,3,138,39,10,105,400,4,3,1,4,8
1079,18,363,51,945,60,145,169,1395,1,3,10,13,1
2560,18,363,51,945,60,145,169,1395,1,3,10,13,1
2264,18,397,214,717,119,91,165,1374,2,7,1,7,8
2397,18,704,434,187,96,20,620,820,1,2,10,10,1
2624,18,734,385,1647,94,33,349,2544,1,7,5,7,6
2948,18,901,79,252,14,79,173,1153,2,6,3,5,7
1101,18,964,412,225,66,47,91,1622,1,5,4,4,2
1057,18,1130,45,255,40,45,15,1500,4,4,2,12,3
1337,18,1303,217,979,284,0,53,2731,1,3,4,10,1
1199,18,1399,50,728,75,233,27,2458,1,4,6,9,1
1323,18,1887,134,1257,88,55,269,3153,1,7,6,8,3
2165,17,19,5,52,0,0,5,71,1,1,0,2,7
1436,17,53,8,113,30,8,11,199,1,2,0,4,5
2614,17,78,3,33,7,0,13,108,2,2,0,3,5
2368,17,89,4,46,0,0,11,129,1,1,0,3,7
1162,17,232,0,17,0,0,17,232,2,2,1,3,5
1100,17,273,11,111,14,14,97,327,2,3,1,3,7
1831,17,680,6,76,21,0,334,449,2,5,3,3,6
1273,17,708,228,536,349,172,172,1821,1,6,3,13,3
2466,17,708,111,819,146,111,56,1839,10,7,4,9,5
3174,17,710,340,1306,480,113,77,2874,4,9,3,4,7
1710,17,870,46,279,125,59,387,993,1,11,6,8,4
2089,17,988,81,177,53,81,40,1340,2,6,2,9,5
2386,17,1030,17,581,168,112,37,1872,1,7,2,12,4
1965,17,1509,376,242,430,94,517,2133,1,5,11,6,3
1778,17,1555,117,564,122,21,471,1909,3,11,4,8,8
1658,17,2239,27,323,71,27,80,2607,3,10,3,5,5
2305,17,2860,0,558,45,33,486,3009,6,6,3,13,7
1450,17,2885,40,962,54,79,40,3980,1,5,6,5,2
1197,17,2984,122,816,107,82,490,3622,5,11,4,9,8
2836,16,0,0,0,58,19,58,19,1,1,0,2,6
3085,16,0,32,23,120,9,78,106,2,2,0,3,7
2538,16,25,15,20,20,5,0,86,1,1,0,2,8
2413,16,29,24,29,24,12,59,59,1,0,1,2,7
1861,16,30,50,60,15,76,202,30,3,3,1,2,8
2032,16,36,0,13,0,0,4,45,1,1,0,2,8
3057,16,68,47,64,8,0,51,136,2,1,1,4,3
2876,16,83,28,77,0,22,61,149,1,1,0,3,7
1862,16,102,4,53,15,4,80,99,2,2,0,3,8
3123,16,107,12,95,16,29,12,247,2,2,0,4,6
2953,16,108,4,63,0,11,48,138,1,2,1,2,8
1172,16,201,4,26,0,0,51,180,1,1,1,3,6
2753,16,251,0,64,0,0,46,269,1,3,1,2,7
2410,16,311,63,162,7,162,5,699,5,6,1,5,7
2135,16,461,17,105,17,37,37,600,2,1,3,6,1
2062,16,640,37,465,78,48,60,1210,6,7,2,4,9
1006,16,1352,109,255,0,109,36,1789,2,6,4,10,6
2835,16,1630,86,304,169,20,64,2144,1,5,3,5,3
2065,16,2136,133,1960,230,88,310,4238,1,5,8,6,3
2474,16,2229,134,606,218,235,34,3388,4,9,5,7,5
2434,16,2690,141,1510,184,236,93,4668,0,6,7,12,2
1258,15,66,29,95,0,33,25,199,3,3,0,4,5
2170,15,86,6,22,0,6,41,79,1,1,0,3,5
2213,15,91,17,27,27,10,41,132,3,3,0,4,4
2810,15,191,17,82,14,0,10,293,3,2,1,3,5
2745,15,197,15,148,49,34,54,389,3,3,0,3,9
2956,15,197,15,148,49,34,54,389,3,3,0,3,9
2323,15,201,0,50,145,25,113,308,1,1,0,4,6
2891,15,201,0,50,145,25,113,308,1,1,0,4,6
3172,15,201,0,50,145,25,113,308,1,1,0,4,6
3117,15,237,0,43,10,3,0,294,2,1,1,4,4
